iter	Logloss
0	0.5174789699
1	0.398763717
2	0.3060971357
3	0.248560778
4	0.2123204206
5	0.1787286625
6	0.1505501301
7	0.1325778884
8	0.1156662816
9	0.1035349452
10	0.09354641014
11	0.08502345361
12	0.07873507827
13	0.07240021851
14	0.06963888296
15	0.0674236396
16	0.06522446635
17	0.06212932128
18	0.06069798088
19	0.05860648887
20	0.05736338352
21	0.05551929447
22	0.05391676715
23	0.05283527186
24	0.05103476004
25	0.05029663579
26	0.04949141213
27	0.0489933615
28	0.04834620405
29	0.04785384891
30	0.04736311228
31	0.0462107436
32	0.04524286283
33	0.04459560565
34	0.04408690426
35	0.04276420777
36	0.04194549136
37	0.04130320479
38	0.04037820705
39	0.04006373919
40	0.03980662896
41	0.03918572446
42	0.03870133917
43	0.03846234329
44	0.03820334991
45	0.03799629481
46	0.03721795694
47	0.03647824103
48	0.03560642038
49	0.03528386761
50	0.03447861711
51	0.03414565136
52	0.03368998133
53	0.03332118193
54	0.03314462551
55	0.03298546624
56	0.03260366884
57	0.03241335504
58	0.03215962759
59	0.03193664045
60	0.03156435855
61	0.03127672662
62	0.0311460985
63	0.03048566499
64	0.03005114498
65	0.02980976735
66	0.0295737803
67	0.02927739994
68	0.02890822468
69	0.02875273967
70	0.02829829503
71	0.02789923089
72	0.02779912447
73	0.02731833866
74	0.02703641181
75	0.02681182725
76	0.02673709741
77	0.02650762087
78	0.02631762156
79	0.02610252757
80	0.02589926179
81	0.02578847776
82	0.0256009139
83	0.02546841029
84	0.02537739173
85	0.02525910768
86	0.02486367562
87	0.02472890916
88	0.02461969762
89	0.02443399391
90	0.02428538951
91	0.02418947896
92	0.02406282426
93	0.02394207216
94	0.02341913396
95	0.02331151409
96	0.02325171718
97	0.02315652959
98	0.02300779671
99	0.02276045128
100	0.02264222667
101	0.02253986699
102	0.02244197548
103	0.02234166962
104	0.02224103776
105	0.02209744616
106	0.02200912768
107	0.02193224238
108	0.02183843744
109	0.02165810704
110	0.02141429396
111	0.02134839501
112	0.02116162123
113	0.02099965065
114	0.02075650108
115	0.02067259326
116	0.02061531425
117	0.02054304095
118	0.02010322241
119	0.0200828011
120	0.02001709008
121	0.01991427782
122	0.01986390436
123	0.01980226265
124	0.01974636628
125	0.01957315046
126	0.01953102875
127	0.01947574412
128	0.01936045548
129	0.01924349846
130	0.018952641
131	0.01889050261
132	0.01871406701
133	0.01866494962
134	0.0186097954
135	0.01837624571
136	0.01826554031
137	0.01821590899
138	0.01820001147
139	0.01815442836
140	0.01813234634
141	0.01811176586
142	0.01799026587
143	0.01789391809
144	0.01785421649
145	0.01779511569
146	0.01767043428
147	0.01762353948
148	0.01747832553
149	0.01746026679
150	0.01738319931
151	0.01729828278
152	0.01721416209
153	0.01716120744
154	0.01711262892
155	0.01700840334
156	0.01692140614
157	0.01686574373
158	0.01661306333
159	0.01647953569
160	0.01643090347
161	0.01630927883
162	0.01622552058
163	0.01617260045
164	0.01609373611
165	0.01602281764
166	0.01597312879
167	0.01588541822
168	0.01583409359
169	0.0157890714
170	0.01571491494
171	0.01559301416
172	0.01557433889
173	0.01546288367
174	0.01543613979
175	0.015383235
176	0.01525142655
177	0.01513382327
178	0.01502614204
179	0.01493011068
180	0.01480762308
181	0.01478450552
182	0.01472059136
183	0.01464476078
184	0.01460376283
185	0.01453466711
186	0.01449693112
187	0.01441408185
188	0.0143563263
189	0.01429554275
190	0.01425860451
191	0.01423096891
192	0.01416856972
193	0.0140870724
194	0.01405395417
195	0.01399969934
196	0.01394534383
197	0.01388731981
198	0.01385483537
199	0.01381250463
200	0.01379450534
201	0.01376328848
202	0.01366998022
203	0.0135915905
204	0.01357297084
205	0.01348538108
206	0.01340949968
207	0.01336641721
208	0.01332579992
209	0.01327737673
210	0.01320908644
211	0.01317123347
212	0.0131590946
213	0.01310185011
214	0.01302739258
215	0.01300283388
216	0.01296488983
217	0.01291474265
218	0.01288325828
219	0.01282065006
220	0.01274719739
221	0.01268006346
222	0.01259727076
223	0.01253321373
224	0.01247361913
225	0.01241128418
226	0.01235203572
227	0.01229769076
228	0.01224756564
229	0.01220125477
230	0.0121369494
231	0.01211832495
232	0.0120646435
233	0.01204760401
234	0.01199703782
235	0.01194455875
236	0.01192047565
237	0.01187458283
238	0.01182023595
239	0.01177508623
240	0.01172908506
241	0.01170529152
242	0.01168393726
243	0.01166424275
244	0.01165565349
245	0.01160749015
246	0.01156384772
247	0.01150271899
248	0.0114833476
249	0.0114355141
250	0.0114148339
251	0.01138534199
252	0.01137119819
253	0.01134832513
254	0.01125424884
255	0.01120369032
256	0.01116496193
257	0.01114461637
258	0.01111471792
259	0.01104261433
260	0.0110227175
261	0.01095828366
262	0.01090453605
263	0.01088576202
264	0.01085648489
265	0.01084134965
266	0.01082303298
267	0.0108073071
268	0.0107560026
269	0.0107024947
270	0.01067897347
271	0.01065912938
272	0.01064183484
273	0.01062603992
274	0.01060584777
275	0.0105811884
276	0.01055334952
277	0.01053775979
278	0.01051141191
279	0.01048344839
280	0.01046802837
281	0.01041479278
282	0.01037341513
283	0.01035355761
284	0.01033907821
285	0.0103014429
286	0.01029794506
287	0.01028448395
288	0.01018847944
289	0.01014662428
290	0.01013367135
291	0.01012542823
292	0.01010967262
293	0.01008856862
294	0.01007119257
295	0.01006148723
296	0.01002932304
297	0.01000188016
298	0.009959727771
299	0.009940253791
